Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,AB,H,xH,1B,x1B,2B,x2B,3B,x3B,HR,xHR,XBH,xXBH
519,1102217472,H. Phelps,Holden Phelps,Phelps,Holden,P,Siena College,SIE,730382592,Siena,BBC,R,R,16,313,261,73,69.5,40,39.3,22,17.6,0,0.0,11,10.7,33,23.6
520,1162558464,W. Scott,Win Scott,Scott,Win,P,San Jose State University,SJSU,730206720,San Jose State,BBC,L,L,14,328,286,86,90.6,62,66.0,16,12.5,1,0.0,7,10.7,24,20.2
521,1323373824,J. Story,Jake Storey,Story,Jake,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,14,320,293,104,101.0,77,71.2,16,17.0,3,0.0,8,10.8,27,25.4
522,1128523264,C. Wylde,Connor Wylde,Wylde,Connor,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,L,16,292,253,77,72.1,50,47.4,14,12.5,2,0.0,11,10.8,27,20.2
523,1263423232,J. Lloyd,Jaxon Lloyd,Lloyd,Jaxon,P,Virginia Military Institute,VMI,730173440,VMI,BBC,L,L,16,285,247,74,72.5,43,45.6,16,14.9,3,0.0,12,10.8,31,22.2
524,1162504960,D. Case,David Case,Case,David,P,University of Memphis,MEM,730172160,Memphis,BBC,L,L,14,295,249,74,74.6,48,47.4,12,14.8,0,0.0,14,10.8,26,21.6
525,1084482817,K. Deverman,Kenton Deverman,Deverman,Kenton,P,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,12,300,281,88,85.3,57,57.3,22,15.4,1,0.0,8,10.8,31,24.6
526,1187053824,C. Gaston,Carter Gaston,Gaston,Carter,P,University of Portland,PORT,730360320,Portland,BBC,R,R,14,312,269,80,81.5,46,54.1,23,15.1,2,0.0,9,10.9,34,22.4
527,1155642112,N. Deschryver,Nate Deschryver,Deschryver,Nathan,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,16,282,214,40,48.6,25,24.8,7,11.5,2,0.0,6,10.9,15,16.9
528,1216810752,J. Harris,Jaden Harris,Harris,Jaden,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,17,301,248,80,74.9,50,48.2,17,14.0,2,0.0,11,10.9,30,20.5
529,1227439427,J. Gottesman,Jordan Gottesman,Gottesman,Jordan,P,Northeastern University,NE,343,Northeastern,BBC,L,L,16,321,297,55,73.6,39,45.0,9,16.9,1,0.0,6,10.9,16,25.7
530,1326983680,K. Echeman,Kaden Echeman,Echeman,Kaden,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,12,244,206,45,45.7,24,23.8,12,9.9,1,0.0,8,10.9,21,17.5
531,1257441536,K. Montgomery,Kellan Montgomery,Montgomery,Kellan,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,14,353,309,93,91.3,64,60.3,19,18.2,1,0.0,9,10.9,29,25.4
532,1184444416,D. Brooks,Daniel Brooks,Brooks,Daniel,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,17,322,283,66,69.9,47,47.4,8,10.3,1,0.0,10,10.9,19,18.6
533,1204043008,P. Kohn,Pico Kohn,Kohn,Pico,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,15,350,304,69,65.9,35,37.6,16,15.8,5,0.0,13,11.0,34,23.3
534,1693525648,C. Hunter,Caden Hunter,Hunter,Caden,P,University of Southern California,USC,5047,USC,BBC,R,L,16,316,267,73,70.1,48,45.0,12,12.8,1,0.0,12,11.0,25,20.1
535,1401671129,J. Tovar,Jesus Tovar,Tovar,Jesus,P,Texas State University,TXST,5420,Texas State,BBC,L,L,15,312,256,80,77.7,59,50.4,13,14.4,0,0.0,8,11.0,21,20.8
536,1160666624,M. Patton,Myles Patton,Patton,Myles,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,15,332,292,80,84.6,47,49.0,24,22.5,1,0.0,9,11.0,34,29.5
537,1202694400,J. Martinez,Jack Martinez,Martinez,Jack,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,15,341,289,66,70.4,34,43.7,20,13.9,2,0.0,10,11.0,32,21.2
538,1179432448,D. Delvecchio,Dylan Delvecchio,Delvecchio,Dylan,P,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,L,18,311,272,61,66.8,36,41.3,14,13.1,1,0.0,10,11.1,25,21.1
539,1342166619,A. Castro,Alessandro Castro,Castro,Alessandro,P,University of Nevada,NEV,4784,Nevada,BBC,L,L,15,324,293,91,91.0,64,61.2,19,16.9,0,0.0,8,11.1,27,25.3
540,1317475840,C. Wade,Crawford Wade,Wade,Crawford,P,Northwestern University,NW,730247680,Northwestern,BBC,L,L,18,320,266,77,76.8,48,50.5,15,13.6,1,0.0,13,11.1,29,20.5
541,1292598272,S. Murchison,Sam Murchison,Murchison,Sam,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,15,357,307,86,83.0,61,55.6,13,14.2,3,0.0,9,11.1,25,21.8
542,1316364032,S. Stearns,Spencer Stearns,Stearns,Spencer,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,13,290,245,68,68.5,41,45.5,13,10.7,5,0.0,9,11.2,27,18.5
543,1232208640,L. McCollough,Luke McCollough,McCollough,Luke,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,13,335,302,80,78.7,53,48.0,14,17.3,2,0.0,11,11.3,27,25.7
544,1085418496,K. Remington,Kyle Remington,Remington,Kyle,P,University of Minnesota,MINN,4864,Minnesota,BBC,L,R,15,297,266,75,81.5,41,50.4,21,17.8,1,0.0,12,11.3,34,26.0
545,1075848055,L. Sheffield,Lincoln Sheffield,Sheffield,Lincoln,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,16,333,307,96,96.0,67,65.7,18,17.3,1,0.0,10,11.3,29,26.4
546,1179093504,D. Purser,Daxton Purser,Purser,Daxton,P,University of New Mexico,UNM,730153472,New Mexico,BBC,L,L,17,334,294,84,78.8,52,50.1,21,15.9,2,0.0,9,11.3,32,23.9
547,1236290816,A. Haugh,Aidan Haugh,Haugh,Aidan,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,17,333,292,70,75.1,48,47.4,11,14.7,0,0.0,11,11.3,22,22.8
548,1897229556,G. Thompson,Gavin Thompson,Thompson,Gavin,P,Bradley University,BRAD,730253312,Bradley,BBC,R,R,18,281,243,80,79.1,52,51.2,14,14.9,4,0.0,10,11.3,28,22.6
549,1196854016,A. Knaak,Aidan Knaak,Knaak,Aidan,P,Clemson University,CLEM,730358784,Clemson,BBC,R,R,16,383,332,71,79.6,48,49.1,14,17.4,0,0.0,9,11.3,23,24.9
550,1251300352,I. Takemoto,Itsuki Takemoto,Takemoto,Itsuki,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,R,15,315,272,80,101.8,52,67.4,19,21.3,2,0.0,7,11.3,28,28.2
551,1243621888,R. Maddox,Riley Maddox,Maddox,Riley,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,17,313,272,71,70.6,45,43.5,13,14.2,2,0.0,11,11.3,26,22.2
552,1334909196,N. Balcom,Nick Balcom,Balcom,Nick,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,17,305,253,78,80.9,48,51.0,22,17.1,3,0.0,5,11.4,30,23.6
553,1907374041,J. Nichols,James Nichols,Nichols,James,P,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,13,283,243,68,48.8,40,24.3,15,11.4,1,0.0,12,11.4,28,19.6
554,1248451072,W. Taylor,William Taylor,Taylor,William,P,Marist College,MRST,730374656,Marist,BBC,R,L,15,329,301,81,81.1,58,53.4,15,14.2,0,0.0,8,11.4,23,23.4
555,1238212096,J. Tollett,JR Tollett,Tollett,JR,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,17,328,302,76,88.0,49,55.4,17,19.0,2,0.0,8,11.4,27,28.0
556,1200193536,W. Walsh,Will Walsh,Walsh,Will,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,L,17,314,282,75,82.4,46,51.5,16,17.8,1,0.0,12,11.5,29,26.3
557,1283339776,E. Gibbons,Evan Gibbons,Gibbons,Evan,P,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,15,380,340,91,96.5,66,67.4,12,15.9,2,0.0,11,11.5,25,24.5
558,1120472520,J. Romero,Jorge Romero,Romero,Jorge,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,19,243,216,68,65.3,51,44.2,7,8.5,1,0.0,9,11.5,17,17.7
559,1558238257,S. Bailey,Smith Bailey,Bailey,Smith,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,18,383,344,92,101.6,65,66.1,18,21.8,1,0.0,8,11.5,27,29.9
560,1288366848,K. Straily,Kaden Straily,Straily,Kaden,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,13,344,276,66,68.3,38,46.2,18,8.9,4,0.0,6,11.5,28,16.4
561,1199734331,J. Nedrow,Jack Nedrow,Nedrow,Jack,P,University of South Florida,USF,2292,South Florida,BBC,R,R,18,300,274,68,67.5,44,43.1,11,11.3,0,0.0,13,11.5,24,20.9
562,1196801792,G. Hugus,Griffin Hugus,Hugus,Griffin,P,University of Miami,MIA,236,Miami,BBC,L,R,17,400,347,84,90.6,59,58.3,15,18.8,0,0.0,10,11.5,25,26.3
563,1468279426,B. Smith,Ben Smith,Smith,Ben,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,18,287,255,75,74.0,52,45.8,12,14.8,0,0.0,11,11.6,23,23.4
564,1241946112,J. Urena,Jeremy Urena,Urena,Jeremy,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,15,361,320,90,94.1,53,67.4,17,13.3,5,0.0,15,11.6,37,22.0
565,1232886784,M. Parker,Max Parker,Parker,Max,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,L,14,373,328,96,107.9,72,80.9,12,14.4,1,0.0,11,11.6,24,22.9
566,1160848648,M. Kouser,Matthew Kouser,Kouser,Matthew,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,15,310,261,80,87.5,49,54.1,19,19.4,2,0.0,10,11.6,31,26.1
567,1521413935,C. Linn,Conner Linn,Linn,Conner,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,L,15,301,260,76,75.7,43,50.0,19,12.8,2,0.0,12,11.6,33,21.1
568,1238201856,M. Witherspoon,Malachi Witherspoon,Witherspoon,Malachi,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,15,353,300,78,77.3,51,50.6,12,13.6,2,0.0,13,11.7,27,21.5
569,1133388800,R. Packard,Ryan Packard,Packard,Ryan,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,17,287,239,65,65.6,34,38.4,15,13.4,4,0.0,12,11.7,31,20.9
570,1288825344,N. Taylor,Nathan Taylor,Taylor,Nathan,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,15,373,332,83,90.7,54,59.8,17,17.4,1,0.0,11,11.7,29,25.9
571,1302428416,J. McCoy,Jake McCoy,McCoy,Jake,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,14,291,227,62,54.8,38,32.1,10,9.7,0,0.0,14,11.7,24,16.7
572,1713770973,B. Stone,Brandon Stone,Stone,Brandon,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,15,285,255,76,76.8,46,50.4,17,13.2,0,0.0,13,11.7,30,22.3
573,1099400192,H. Tarsia,Hayden Tarsia,Tarsia,Hayden,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,18,305,274,75,74.3,34,41.7,27,18.7,4,0.0,10,11.8,41,27.4
574,1837146158,J. Litman,James Litman,Litman,James,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,15,258,233,61,72.3,41,45.7,13,13.1,1,0.0,6,11.8,20,22.5
575,1079520512,E. Garcia,EJ Garcia,Garcia,EJ,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,21,324,295,97,107.0,72,81.9,16,12.1,2,0.0,7,11.8,25,21.8
576,1162538496,C. Lockwood,Connor Lockwood,Lockwood,Connor,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,14,431,398,116,99.3,79,69.4,20,16.0,0,0.0,17,11.9,37,25.7
577,1132673280,G. Adler,Grant Adler,Adler,Grant,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,15,364,317,87,75.5,57,46.0,15,16.0,4,0.0,11,11.9,30,24.3
578,1160908544,O. Serrano,Omar Serrano,Serrano,Omar,P,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,15,418,365,120,110.2,78,77.6,26,18.5,5,0.0,11,11.9,42,26.5
579,1317943808,R. Ramos,Rigo Ramos,Ramos,Rigo,P,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,L,15,288,240,65,68.1,40,39.5,14,15.3,1,0.0,10,11.9,25,22.7
580,1709079320,E. Kleinschmit,Ethan Kleinschmit,Kleinschmit,Ethan,P,Oregon State University,ORST,3111,Oregon State,BBC,L,L,17,376,325,63,75.4,42,47.6,8,13.9,2,0.0,11,12.0,21,22.4
581,1111554816,Z. Royse,Zach Royse,Royse,Zach,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,19,418,370,104,100.1,71,67.9,18,17.7,0,0.0,15,12.0,33,26.3
582,1185610753,D. Fritton,Dom Fritton,Fritton,Dom,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,17,389,337,92,87.7,71,60.0,7,13.9,1,0.0,13,12.0,21,22.5
583,1220043596,B. Panneton,Brian Panneton,Panneton,Brian,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,15,331,304,85,89.4,59,60.7,14,14.7,0,0.0,12,12.0,26,24.6
584,1099147776,R. Riojas,Ruger Riojas,Riojas,Ruger,P,University of Texas,TEX,245,Texas,BBC,R,R,18,300,265,68,74.8,45,49.0,11,11.9,0,0.0,12,12.1,23,21.2
585,1081801472,J. Trombley,Joseph Trombley,Trombley,Joseph,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,15,388,344,97,99.1,75,70.8,13,14.6,2,0.0,7,12.1,22,23.7
586,1334313472,R. Kraft,Ryan Kraft,Kraft,Ryan,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,L,20,271,247,64,68.3,38,40.9,9,13.6,4,0.0,13,12.1,26,23.4
587,1273200896,M. Simpson,Max Simpson,Simpson,Max,P,Towson University,TOWS,730318336,Towson,BBC,R,R,17,305,259,74,76.5,51,50.5,10,12.2,1,0.0,12,12.1,23,20.6
588,1220541184,H. Cain,Harry Cain,Cain,Harry,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,19,277,235,58,64.9,41,41.2,7,10.3,1,0.0,9,12.1,17,19.0
589,1166183424,M. Morrissey,M.T. Morrissey,Morrissey,M.T.,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,15,370,324,83,91.7,60,58.7,12,18.5,2,0.0,9,12.1,23,26.8
590,1114614016,C. Moore,Chance Moore,Moore,Chance,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,16,334,304,96,97.5,62,53.8,19,29.3,1,0.0,14,12.2,34,37.8
591,1311366656,S. Hliboki,Sam Hliboki,Hliboki,Sam,P,Northwestern University,NW,730247680,Northwestern,BBC,L,R,20,369,319,83,93.4,50,61.3,18,17.7,0,0.0,15,12.2,33,25.9
592,1108493568,T. Nemjo,Tristan Nemjo,Nemjo,Tristan,P,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,15,347,295,86,85.3,49,46.1,22,24.3,5,0.0,10,12.2,37,31.0
593,1483854437,B. Hamlin,Brendan Hamlin,Hamlin,Brendan,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,18,281,225,72,77.5,49,45.0,14,18.7,3,0.0,6,12.2,23,24.8
594,1742320429,M. Vaisvila,Max Vaisvila,Vaisvila,Max,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,L,16,304,273,103,77.9,70,53.9,20,10.5,0,0.0,13,12.2,33,20.4
595,1176554496,B. Morgan,Blake Morgan,Morgan,Blake,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,15,386,345,97,89.2,67,55.2,19,19.9,0,0.0,11,12.2,30,28.7
596,1229631744,R. Rembisz,Ryan Rembisz,Rembisz,Ryan,P,University of Portland,PORT,730360320,Portland,BBC,L,L,15,318,282,73,85.6,50,52.6,15,18.7,0,0.0,8,12.3,23,27.4
597,1614212435,J. Wizceb,Joey Wizceb,Wizceb,Joey,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,L,14,316,284,89,96.1,53,59.8,24,21.7,3,0.0,9,12.3,36,30.5
598,1005138026,K. Davis,Kanious Davis,Davis,Kanious,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,15,300,219,76,67.1,49,39.5,15,13.9,3,0.0,9,12.3,27,19.1
599,1113138432,J. Steeber,Joe Steeber,Steeber,Joe,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,15,341,302,95,91.3,69,58.1,16,19.0,1,0.0,9,12.3,26,27.7
600,1310893568,C. Plummer,Caden Plummer,Plummer,Caden,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,14,277,245,67,71.7,44,46.0,10,11.2,1,0.0,12,12.3,23,20.8
601,1153300736,J. Anker,Jack Anker,Anker,Jack,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,16,432,399,122,117.7,75,80.1,31,22.7,2,0.0,14,12.3,47,32.4
602,1190568448,T. McKee,Tate McKee,McKee,Tate,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,16,362,310,82,85.3,55,55.5,13,15.2,3,0.0,11,12.5,27,23.7
603,1294976512,J. Thompson,JD Thompson,Thompson,JD,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,L,16,380,337,79,84.4,52,52.0,14,18.0,2,0.0,11,12.5,27,27.0
604,1713704850,T. Patterson,Tripp Patterson,Patterson,Tripp,P,University of North Alabama,UNA,730266624,North Alabama,BBC,L,L,15,373,323,78,87.2,49,57.0,16,15.3,1,0.0,12,12.6,29,24.2
605,1093144320,S. Cash,Steven Cash,Cash,Steven,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,L,16,366,324,73,85.9,42,53.3,18,18.3,0,0.0,13,12.7,31,27.4
606,1328895488,K. OConnor,Kellen OConnor,OConnor,Kellen,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,L,16,300,261,67,72.6,39,43.3,14,14.9,1,0.0,13,12.7,28,24.0
607,1288367360,A. Elges,Alek Elges,Elges,Alek,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,22,310,265,97,84.0,61,52.0,16,17.7,3,0.0,17,12.7,36,25.9
608,1330706688,Z. Petty,Zane Petty,Petty,Zane,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,14,278,249,66,72.2,26,39.1,24,18.4,3,0.0,13,12.8,40,27.9
609,1099692544,G. Floyd,George Derrick Floyd,Floyd,George Derrick,P,The Citadel,CIT,730366720,The Citadel,BBC,L,L,14,317,293,86,86.6,50,48.3,25,23.3,3,0.0,8,12.8,36,33.4
610,1270721280,P. Fosher,Peyton Fosher,Fosher,Peyton,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,15,337,306,88,85.8,55,52.7,20,18.3,2,0.0,11,12.8,33,28.2
611,1341380352,R. Martinez,Ryan Martinez,Martinez,Ryan,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,14,375,349,102,103.6,66,62.6,22,25.7,3,0.0,11,12.8,36,35.8
612,1191770880,T. Ellisen,Thomas Ellisen,Ellisen,Thomas,P,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,16,328,286,86,85.3,55,52.2,16,18.1,4,0.0,11,12.8,31,26.9
613,1328140800,L. Knight,Logan Knight,Knight,Logan,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,15,370,331,89,98.4,59,67.4,18,16.4,0,0.0,12,12.9,30,26.2
614,1275226481,J. Bauer,Jackson Bauer,Bauer,Jackson,P,Hofstra University,HOF,730245120,Hofstra,BBC,L,L,17,339,286,89,79.1,54,47.1,13,17.3,5,0.0,17,12.9,35,25.5
615,1139728640,B. Holland,Brendan Holland,Holland,Brendan,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,L,14,331,296,88,89.4,56,49.0,21,25.4,1,0.0,10,12.9,32,34.2
616,1129687636,G. Garman,Grant Garman,Garman,Grant,P,Oakland University,OAK,5386,Oakland,BBC,L,L,15,370,305,84,84.6,51,53.3,16,16.2,5,0.0,12,13.0,33,24.0
617,1434544801,V. Loa,Victor Loa,Loa,Victor,P,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,L,14,248,201,39,50.9,27,28.5,6,8.3,0,0.0,6,13.0,12,17.3
618,1052931303,C. Trizuto,Colin Trizuto,Trizuto,Colin,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,15,284,229,64,68.4,41,30.1,14,23.0,1,0.0,5,13.0,20,29.0
619,1110024960,C. Bowker,Cody Bowker,Bowker,Cody,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,16,313,275,61,64.4,32,34.6,15,15.1,0,0.0,14,13.1,29,24.7
620,1162505216,I. May,Ian May,May,Ian,P,UCLA,UCLA,5048,UCLA,BBC,R,L,27,304,262,64,75.1,41,47.3,6,13.1,2,0.0,15,13.1,23,22.6
621,1336080896,C. Carver,Chase Carver,Carver,Chase,P,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,16,364,306,103,100.0,66,68.3,23,16.4,5,0.0,9,13.2,37,24.9
622,1660995022,N. Schutte,Nic Schutte,Schutte,Nic,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,18,435,356,83,102.2,58,68.9,14,18.2,1,0.0,10,13.2,25,25.7
623,1192787200,J. Caravalho,Joshua Caravalho,Caravalho,Joshua,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,18,399,353,106,112.8,81,79.9,17,17.8,0,0.0,8,13.2,25,27.4
624,1310868737,C. McGarrh,Cade McGarrh,McGarrh,Cade,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,15,342,301,84,90.7,61,62.6,8,13.4,1,0.0,14,13.2,23,23.5
625,1310349568,H. Bodendorf,Harrison Bodendorf,Bodendorf,Harrison,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,L,17,377,338,69,83.3,45,52.0,12,16.1,2,0.0,10,13.3,24,26.4
626,1730428818,K. Fabian,Kenney Fabian,Fabian,Kenney,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,15,379,331,88,99.4,66,63.9,10,20.3,2,0.0,10,13.4,22,29.4
627,1276589824,M. Adams,Matthew Adams,Adams,Matthew,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,18,341,309,78,81.5,48,50.2,18,15.7,3,0.0,9,13.4,30,26.3
628,1357310320,J. Marciano,Jake Marciano,Marciano,Jake,P,Virginia Tech,VT,2293,Virginia Tech,BBC,L,L,15,278,250,70,65.8,47,37.7,10,13.0,1,0.0,12,13.4,23,23.7
629,1488546413,L. Meyers,Luke Meyers,Meyers,Luke,P,Washington State University,WSU,4505,Washington State,BBC,R,R,15,290,259,78,76.4,53,45.3,14,15.7,1,0.0,10,13.4,25,26.0
630,1351611079,R. Brown,Ryan Brown,Brown,Ryan,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,20,274,249,78,77.0,51,47.9,16,14.0,0,0.0,11,13.4,27,24.9
631,1341830144,D. Gutierrez,Diego Gutierrez,Gutierrez,Diego,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,14,352,292,88,78.5,48,47.3,21,16.0,1,0.0,18,13.6,40,24.6
632,1236991744,K. Anderson,Kade Anderson,Anderson,Kade,P,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,19,481,432,91,91.3,61,59.6,13,16.1,1,0.0,16,13.7,30,26.7
633,1145349376,C. Poliey,Clayton Poliey,Poliey,Clayton,P,Rider University,RID,730174976,Rider,BBC,R,R,14,278,226,61,71.3,36,34.6,17,20.8,1,0.0,7,13.7,25,28.0
634,1195482112,M. Jones,Merit Jones,Jones,Merit,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,15,371,319,96,95.8,63,59.7,18,20.4,4,0.0,11,13.7,33,29.3
635,1207768064,B. Mikos,Brandon Mikos,Mikos,Brandon,P,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,14,271,235,75,64.4,49,36.3,14,13.0,1,0.0,11,13.8,26,23.2
636,1290248192,J. Knapp,Jake Knapp,Knapp,Jake,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,16,397,367,72,96.7,49,59.1,15,21.3,2,0.0,6,13.8,23,32.4
637,1195501312,C. Diaz,Chris Diaz,Diaz,Chris,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,13,319,288,73,74.6,51,44.1,14,14.7,0,0.0,8,13.8,22,25.7
638,1334270720,N. Johnson,Nolan Johnson,Johnson,Nolan,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,16,373,339,85,84.9,56,50.2,17,18.7,3,0.0,9,13.9,29,29.6
639,1125104128,G. Garcia Jr.,Guillermo Garcia Jr.,Garcia Jr.,Guillermo,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,13,333,284,77,71.9,42,42.0,19,14.3,0,0.0,16,13.9,35,24.0
640,1106733824,C. Roberts,Cole Roberts,Roberts,Cole,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,13,297,261,61,62.2,40,36.9,7,9.8,0,0.0,14,13.9,21,20.8
641,1798423777,A. Espinoza,Alejandro Espinoza,Espinoza,Alejandro,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,15,320,281,98,96.1,68,64.3,15,16.1,4,0.0,11,14.0,30,26.4
642,1263954688,J. Ford,Jermel Ford,Ford,Jermel,TWP,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,14,322,223,82,65.1,50,33.0,22,16.9,3,0.0,7,14.0,32,21.4
643,1237048064,S. Simon,Sam Simon,Simon,Sam,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,13,268,225,63,67.4,38,39.1,14,12.3,2,0.0,9,14.1,25,22.2
644,1190356736,T. Horn,Ty Horn,Horn,Ty,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,R,18,370,328,86,94.8,51,56.2,19,22.0,1,0.0,15,14.1,35,32.0
645,1277191168,M. Dalquist,Matthew Dalquist,Dalquist,Matthew,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,S,R,14,347,322,85,95.7,60,62.6,14,16.2,3,0.0,8,14.4,25,28.5
646,1227026689,E. Calder,Ethan Calder,Calder,Ethan,P,Baylor University,BAY,3033,Baylor,BBC,L,L,15,315,284,75,80.1,44,47.6,18,16.2,4,0.0,9,14.5,31,27.7
647,1297541376,C. McAnelly,Colter McAnelly,McAnelly,Colter,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,14,400,348,82,93.2,53,58.2,16,18.4,4,0.0,9,14.6,29,28.7
648,1239369472,K. Reed,Kevin Reed,Reed,Kevin,P,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,14,338,298,92,77.7,56,47.2,18,14.5,0,0.0,18,14.7,36,25.7
